,x,y,z,MaximumInscribedSphereRadius,EdgePCoordArray,CenterlineIds,TractIds,Blanking,GroupIds
0,0.0,25.0,0.0,13.01708224294072,0.0,0,0,0,0
1,0.0,24.99613380432129,0.0,12.997159641284224,0.0,0,0,0,0
2,0.0,24.984638214111328,0.0,12.97723703962773,0.0,0,0,0,0
3,0.0,24.965667724609375,0.0,12.957314437971233,0.0,0,0,0,0
4,0.0,24.939380645751953,0.0,12.937391836314736,0.0,0,0,0,0
5,0.0,24.905929565429688,0.0,12.91746923465824,0.0,0,0,0,0
6,0.0,24.8654727935791,0.0,12.897546633001745,0.0,0,0,0,0
7,0.0,24.818166732788086,0.0,12.877624031345249,0.0,0,0,0,0
8,0.0,24.764163970947266,0.0,12.857701429688754,0.0,0,0,0,0
9,0.0,24.70362091064453,0.0,12.837778828032258,0.0,0,0,0,0
10,0.0,24.636695861816406,0.0,12.817856226375763,0.0,0,0,0,0
11,0.0,24.563541412353516,0.0,12.797933624719267,0.0,0,0,0,0
12,0.0,24.48431396484375,0.0,12.77801102306277,0.0,0,0,0,0
13,0.0,24.399171829223633,0.0,12.758088421406274,0.0,0,0,0,0
14,0.0,24.30826759338379,0.0,12.73816581974978,0.0,0,0,0,0
15,0.0,24.21175765991211,0.0,12.718243218093283,0.0,0,0,0,0
16,0.0,24.109798431396484,0.0,12.698320616436787,0.0,0,0,0,0
17,0.0,24.002546310424805,0.0,12.67839801478029,0.0,0,0,0,0
18,0.0,23.890155792236328,0.0,12.658475413123798,0.0,0,0,0,0
19,0.0,23.772781372070312,0.0,12.638552811467301,0.0,0,0,0,0
20,0.0,23.65058135986328,0.0,12.618630209810805,0.0,0,0,0,0
21,0.0,23.523710250854492,0.0,12.598707608154308,0.0,0,0,0,0
22,0.0,23.392324447631836,0.0,12.578785006497814,0.0,0,0,0,0
23,0.0,23.256576538085938,0.0,12.558862404841317,0.0,0,0,0,0
24,0.0,23.116626739501953,0.0,12.538939803184821,0.0,0,0,0,0
25,0.0,22.972627639770508,0.0,12.519017201528326,0.0,0,0,0,0
26,0.0,22.824737548828125,0.0,12.49909459987183,0.0,0,0,0,0
27,0.0,22.67310905456543,0.0,12.479171998215335,0.0,0,0,0,0
28,0.0,22.517900466918945,0.0,12.459249396558839,0.0,0,0,0,0
29,0.0,22.35926628112793,0.0,12.439326794902342,0.0,0,0,0,0
30,0.0,22.19736099243164,0.0,12.419404193245846,0.0,0,0,0,0
31,0.0,22.0323429107666,0.0,12.39948159158935,0.0,0,0,0,0
32,0.0,21.86436653137207,0.0,12.379558989932853,0.0,0,0,0,0
33,0.0,21.693588256835938,0.0,12.35963638827636,0.0,0,0,0,0
34,0.0,21.520160675048828,0.0,12.339713786619864,0.0,0,0,0,0
35,0.0,21.3442440032959,0.0,12.319791184963368,0.0,0,0,0,0
36,0.0,21.165990829467773,0.0,12.299868583306871,0.0,0,0,0,0
37,0.0,20.985557556152344,0.0,12.279945981650378,0.0,0,0,0,0
38,0.0,20.8031005859375,0.0,12.260023379993882,0.0,0,0,0,0
39,0.0,20.618776321411133,0.0,12.240100778337386,0.0,0,0,0,0
40,0.0,20.432737350463867,0.0,12.22017817668089,0.0,0,0,0,0
41,0.0,20.245141983032227,0.0,12.200255575024395,0.0,0,0,0,0
42,0.0,20.0561466217041,0.0,12.1803329733679,0.0,0,0,0,0
43,0.0,19.865903854370117,0.0,12.160410371711404,0.0,0,0,0,0
44,0.0,19.674571990966797,0.0,12.140487770054907,0.0,0,0,0,0
45,0.0,19.4823055267334,0.0,12.12056516839841,0.0,0,0,0,0
46,0.0,19.289260864257812,0.0,12.100642566741914,0.0,0,0,0,0
47,0.0,19.09559440612793,0.0,12.080719965085418,0.0,0,0,0,0
48,0.0,18.901458740234375,0.0,12.060797363428923,0.0,0,0,0,0
49,0.0,18.707012176513672,0.0,12.040874761772427,0.0,0,0,0,0
50,0.0,18.51241111755371,0.0,12.020952160115932,0.0,0,0,0,0
51,0.0,18.31781005859375,0.0,12.001029558459436,0.0,0,0,0,0
52,0.0,18.123363494873047,0.0,11.98110695680294,0.0,0,0,0,0
53,0.0,17.929227828979492,0.0,11.961184355146443,0.0,0,0,0,0
54,0.0,17.73556137084961,0.0,11.941261753489949,0.0,0,0,0,0
55,0.0,17.542516708374023,0.0,11.921339151833454,0.0,0,0,0,0
56,0.0,17.350250244140625,0.0,11.901416550176958,0.0,0,0,0,0
57,0.0,17.158918380737305,0.0,11.881493948520461,0.0,0,0,0,0
58,0.0,16.96867561340332,0.0,11.861571346863965,0.0,0,0,0,0
59,0.0,16.779680252075195,0.0,11.84164874520747,0.0,0,0,0,0
60,0.0,16.592084884643555,0.0,11.821726143550974,0.0,0,0,0,0
61,0.0,16.40604591369629,0.0,11.801803541894479,0.0,0,0,0,0
62,0.0,16.221721649169922,0.0,11.781880940237983,0.0,0,0,0,0
63,0.0,16.039264678955078,0.0,11.761958338581486,0.0,0,0,0,0
64,0.0,15.858831405639648,0.0,11.74203573692499,0.0,0,0,0,0
65,0.0,15.680578231811523,0.0,11.722113135268495,0.0,0,0,0,0
66,0.0,15.504661560058594,0.0,11.702190533611999,0.0,0,0,0,0
67,0.0,15.3312349319458,0.0,11.682267931955504,0.0,0,0,0,0
68,0.0,15.160455703735352,0.0,11.662345330299008,0.0,0,0,0,0
69,0.0,14.99247932434082,0.0,11.642422728642511,0.0,0,0,0,0
70,0.0,14.827460289001465,0.0,11.622500126986017,0.0,0,0,0,0
71,0.0,14.665555953979492,0.0,11.60257752532952,0.0,0,0,0,0
72,0.0,14.506921768188477,0.0,11.582654923673024,0.0,0,0,0,0
73,0.0,14.351713180541992,0.0,11.56273232201653,0.0,0,0,0,0
74,0.0,14.200084686279297,0.0,11.542809720360033,0.0,0,0,0,0
75,0.0,14.052193641662598,0.0,11.522887118703537,0.0,0,0,0,0
76,0.0,13.908195495605469,0.0,11.502964517047042,0.0,0,0,0,0
77,0.0,13.768244743347168,0.0,11.483041915390546,0.0,0,0,0,0
78,0.0,13.632498741149902,0.0,11.46311931373405,0.0,0,0,0,0
79,0.0,13.50111198425293,0.0,11.443196712077555,0.0,0,0,0,0
80,0.0,13.37424087524414,0.0,11.423274110421058,0.0,0,0,0,0
81,0.0,13.25204086303711,0.0,11.403351508764562,0.0,0,0,0,0
82,0.0,13.13466739654541,0.0,11.383428907108067,0.0,0,0,0,0
83,0.0,13.022275924682617,0.0,11.363506305451573,0.0,0,0,0,0
84,0.0,12.915022850036621,0.0,11.343583703795076,0.0,0,0,0,0
85,0.0,12.813064575195312,0.0,11.32366110213858,0.0,0,0,0,0
86,0.0,12.716554641723633,0.0,11.303738500482083,0.0,0,0,0,0
87,0.0,12.625650405883789,0.0,11.283815898825589,0.0,0,0,0,0
88,0.0,12.540507316589355,0.0,11.263893297169092,0.0,0,0,0,0
89,0.0,12.461280822753906,0.0,11.243970695512596,0.0,0,0,0,0
90,0.0,12.388127326965332,0.0,11.2240480938561,0.0,0,0,0,0
91,0.0,12.32120132446289,0.0,11.204125492199605,0.0,0,0,0,0
92,0.0,12.260659217834473,0.0,11.184202890543109,0.0,0,0,0,0
93,0.0,12.206656455993652,0.0,11.164280288886612,0.0,0,0,0,0
94,0.0,12.159348487854004,0.0,11.144357687230118,0.0,0,0,0,0
95,0.0,12.118892669677734,0.0,11.124435085573623,0.0,0,0,0,0
96,0.0,12.085442543029785,0.0,11.104512483917127,0.0,0,0,0,0
97,0.0,12.059154510498047,0.0,11.08458988226063,0.0,0,0,0,0
98,0.0,12.04018497467041,0.0,11.064667280604134,0.0,0,0,0,0
99,0.0,12.028688430786133,0.0,11.04474467894764,0.0,0,0,0,0
100,0.0,12.024822235107422,0.0,11.024822077291143,0.0,0,0,0,0
